Nro_Veces_cob;Estado_Credit;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Estatus;Activación;Tipo_contacto;Cod_cliente;Mora
>10;1;<24, 48];Marzo;320.88;196.86;32.64;24/03/2014;15;MCT  Msj Con Terceros;3896.14;BT;2012;CNE;C06226;0
<=10;0;>48;Marzo;542.08;0;0;6/03/2014;13;TAT  Tratamiento al Titu;1682.55;BT;2010;CEF;C06229;1
>10;0;<24, 48];Marzo;1093.86;1093.86;0;21/03/2014;12;TAT  Tratamiento al Titu;4382.52;BT;2012;CEF;C06232;1
<=10;0;<24, 48];Marzo;580.16;656.36;1219.33;27/03/2014;13;TELF. NO CORRESPONDE;15695.7;BT;2013;CNE;C06235;0
<=10;0;<24, 48];Marzo;153.23;0;0;4/03/2014;11;TELF. NO CORRESPONDE;2224.82;BT;2012;CNE;C06236;0
<=10;0;<24, 48];Marzo;22.2;45.4;0;25/03/2014;8;MCT  Msj Con Terceros;8450.9;BT;2013;CNE;C06237;0
<=10;0;<24, 48];Marzo;866.27;777.95;1069.68;25/03/2014;17;TELF. NO CORRESPONDE;6895.96;BT;2013;CNE;C06238;1
>10;0;<24, 48];Marzo;779.16;0;0;5/03/2014;13;MCT  Msj Con Terceros;4093.36;BT;2012;CNE;C06239;1
<=10;0;<24, 48];Marzo;226.96;227.07;0;18/03/2014;17;PDP  Promesa De Pago;4584.83;BT;2013;CEF;C06241;0
>10;0;<24, 48];Marzo;107.31;106.79;0;21/03/2014;8;PDP  Promesa De Pago;1450.87;BT;2011;CEF;C06243;0
<=10;0;<24, 48];Marzo;168.54;0;0;18/03/2014;18;MCF  Msj Con Familiar;3379.45;BT;2013;CNE;C06244;0
<=10;0;<24, 48];Marzo;215.34;215.63;0;6/03/2014;16;TELF. NO CORRESPONDE;4797.06;BT;2013;CNE;C06245;0
>10;0;<24, 48];Marzo;30.48;0;260.53;11/03/2014;11;MCT  Msj Con Terceros;4156.65;BT;2012;CNE;C06247;0
>10;0;<24, 48];Marzo;178.57;351.75;364.39;19/03/2014;8;PDP  Promesa De Pago;1164.95;BT;2011;CEF;C06248;0
<=10;0;>48;Marzo;906.73;906.73;0;27/03/2014;10;MCF  Msj Con Familiar;4309.08;BT;2013;CNE;C06249;1
<=10;0;<24, 48];Marzo;161.25;0;0;4/03/2014;14;MCT  Msj Con Terceros;2937.27;BT;2013;CNE;C06252;0
<=10;0;<=24;Marzo;622.67;0;0;14/03/2014;8;PDP  Promesa De Pago;622.34;BT;2013;CEF;C06253;1
<=10;0;<24, 48];Marzo;443.81;75.9;0;18/03/2014;19;PDP  Promesa De Pago;8272.29;BT;2012;CEF;C06257;0
<=10;0;<24, 48];Marzo;88.55;0;0;7/03/2014;11;MCT  Msj Con Terceros;15358.6;BT;2013;CNE;C06258;0
<=10;1;>48;Marzo;132.53;0;25.2;26/03/2014;10;PDP  Promesa De Pago;4679.68;BT;2013;CEF;C06259;0
<=10;0;>48;Marzo;351.92;352.07;0;24/03/2014;8;MCT  Msj Con Terceros;9047.38;BT;2013;CNE;C06262;0
<=10;0;<24, 48];Marzo;516.37;516.37;0;10/03/2014;16;CIH  Generar Cita;5331.17;BT;2013;CNE;C06263;1
<=10;0;<24, 48];Marzo;203.24;299.11;0;18/03/2014;18;CIH  Generar Cita;8493.21;BT;2013;CNE;C06264;0
<=10;0;<24, 48];Marzo;236.61;521.45;0;11/03/2014;12;PDP  Promesa De Pago;14380.5;BT;2013;CEF;C06265;0
<=10;0;<24, 48];Marzo;361.49;361.49;1091.63;28/03/2014;17;MCF  Msj Con Familiar;6540.96;BT;2013;CNE;C06266;0
<=10;0;<24, 48];Marzo;550.62;829.65;829.65;18/03/2014;15;MCT  Msj Con Terceros;4902.46;BT;2012;CNE;C06267;1
<=10;0;<24, 48];Marzo;104.62;80.29;0;18/03/2014;16;PDP  Promesa De Pago;11825;BT;2013;CEF;C06268;0
<=10;0;<=24;Marzo;211.42;211.82;308.79;7/03/2014;10;RPP  Recordar Promesa;2619.52;BT;2013;CEF;C06269;0
>10;0;<24, 48];Marzo;443.36;267.15;84.16;7/03/2014;9;TAT  Tratamiento al Titu;8891.17;BT;2012;CEF;C06270;0
<=10;0;<=24;Marzo;709.15;952.51;0;27/03/2014;13;MCT  Msj Con Terceros;3134.56;BT;2013;CNE;C06271;1
>10;0;<24, 48];Marzo;257.6;259.68;260.19;27/03/2014;10;TELF. NO CORRESPONDE;2673.3;BT;2012;CNE;C06273;0
>10;0;<24, 48];Marzo;179.74;360.73;0;28/03/2014;15;TELF. NO CORRESPONDE;2475.5;BT;2012;CNE;C06274;0
>10;0;<24, 48];Marzo;346.54;346.54;1045.29;27/03/2014;8;MCT  Msj Con Terceros;5354.02;BT;2012;CNE;C06275;0
<=10;0;<24, 48];Marzo;65.79;0;0;7/03/2014;15;MCT  Msj Con Terceros;4611.09;BT;2013;CNE;C06276;0
>10;0;<24, 48];Marzo;431.25;431.25;216.17;26/03/2014;7;MCT  Msj Con Terceros;2215.92;BT;2010;CNE;C06277;0
>10;0;<24, 48];Marzo;131.97;163.66;163.05;10/03/2014;9;MCT  Msj Con Terceros;2035.21;BT;2012;CNE;C06278;0
<=10;0;>48;Marzo;364.5;364.97;0;25/03/2014;11;MCT  Msj Con Terceros;10175.5;BT;2013;CNE;C06279;0
>10;0;<24, 48];Marzo;532.95;1273.09;0;12/03/2014;7;PDP  Promesa De Pago;10014.1;BT;2012;CEF;C06280;0
>10;0;<24, 48];Marzo;339.95;0;0;4/03/2014;14;PAR  Promesa Parcial;5358.59;BT;2011;CEF;C06282;0
>10;0;<24, 48];Marzo;208.81;216.54;0;19/03/2014;14;MCT  Msj Con Terceros;3182.42;BT;2012;CNE;C06283;0
>10;0;<24, 48];Marzo;236.63;0;234.86;4/03/2014;15;CAN  Cliente Cancelo;1488.16;BT;2011;CNE;C06284;0
<=10;0;<=24;Marzo;51.61;298.75;0;4/03/2014;10;PDP  Promesa De Pago;4884.33;BT;2013;CEF;C06285;0
<=10;0;<=24;Marzo;1019.2;1421.03;0;21/03/2014;13;TELF. NO CORRESPONDE;6530.63;BT;2013;CNE;C06286;1
>10;0;>48;Marzo;482.4;0;0;13/03/2014;11;MCT  Msj Con Terceros;6739.63;BT;2011;CNE;C06287;0
<=10;0;>48;Marzo;112.58;0;0;6/03/2014;13;PDP  Promesa De Pago;2633.89;BT;2013;CEF;C06288;0
<=10;0;>48;Marzo;710.23;0;0;6/03/2014;11;PDP  Promesa De Pago;22841.9;BT;2014;CEF;C06289;0
>10;0;<24, 48];Marzo;1171.38;1566.25;0;24/03/2014;8;TAT  Tratamiento al Titu;6292.82;BT;2012;CEF;C06290;1
<=10;0;<24, 48];Marzo;1324.64;2653.15;0;31/03/2014;19;TELF. NO CORRESPONDE;33818.7;BT;2013;CNE;C06292;0
<=10;0;<=24;Marzo;1574.34;1574.34;1482.57;20/03/2014;15;MCF  Msj Con Familiar;5567.15;BT;2013;CNE;C06293;1
>10;0;<24, 48];Marzo;195;400.25;0;26/03/2014;17;MCT  Msj Con Terceros;2387.47;BT;2012;CNE;C06295;0
<=10;0;<=24;Marzo;137.65;0;0;4/03/2014;8;PDP  Promesa De Pago;2499.33;BT;2013;CEF;C06296;0
<=10;0;<24, 48];Marzo;275.5;0;0;19/03/2014;13;MCF  Msj Con Familiar;4931;BT;2013;CNE;C06300;0
<=10;0;<=24;Marzo;473.58;474.36;474.36;17/03/2014;20;PDP  Promesa De Pago;7694.42;BT;2013;CEF;C06302;0
<=10;0;<=24;Marzo;142.3;50.62;191.09;21/03/2014;7;PAR  Promesa Parcial;6612.18;BT;2013;CEF;C06303;0
<=10;0;<24, 48];Marzo;179.9;0;0;18/03/2014;15;MCT  Msj Con Terceros;4492.14;BT;2012;CNE;C06304;1
<=10;1;<24, 48];Marzo;299.31;9.36;0;17/03/2014;7;MCT  Msj Con Terceros;1600.54;BT;2014;CNE;C06305;0
>10;0;>48;Marzo;1075.26;1076.62;0;28/03/2014;16;TELF. NO CORRESPONDE;1065.1;BT;2010;CNE;C06306;1
<=10;0;>48;Marzo;51.59;42.25;0;24/03/2014;10;MCT  Msj Con Terceros;10032;BT;2012;CNE;C06307;0
<=10;0;<24, 48];Marzo;922.47;1233.85;0;14/03/2014;8;MCF  Msj Con Familiar;6248.33;BT;2013;CNE;C06308;1
<=10;0;<24, 48];Marzo;289.04;0;0;11/03/2014;20;MCF  Msj Con Familiar;3865.46;BT;2012;CNE;C06309;0
<=10;0;<24, 48];Marzo;621.99;618.03;628.39;12/03/2014;10;MCT  Msj Con Terceros;19493.9;BT;2013;CNE;C06310;0
<=10;0;<24, 48];Marzo;144.62;296.08;448.51;12/03/2014;16;MCT  Msj Con Terceros;3336.45;BT;2013;CNE;C06311;0
<=10;0;>48;Marzo;579.96;0;580.18;4/03/2014;12;PDP  Promesa De Pago;12600.8;BT;2012;CEF;C06313;0
<=10;0;<24, 48];Marzo;125.01;125.79;126.6;27/03/2014;8;MCT  Msj Con Terceros;3934.48;BT;2013;CNE;C06314;0
<=10;0;<24, 48];Marzo;320.34;0;329.68;14/03/2014;11;TELF. NO CORRESPONDE;9443.65;BT;2013;CNE;C06315;0
>10;0;>48;Marzo;438.98;392.69;0;19/03/2014;10;MCT  Msj Con Terceros;7122.82;BT;2011;CNE;C06317;0
>10;0;>48;Marzo;416.42;467.82;797.22;13/03/2014;11;TELF. NO CORRESPONDE;21143.1;BT;2012;CNE;C06319;0
<=10;0;<24, 48];Marzo;190.72;366.28;364.99;26/03/2014;17;TELF. NO CORRESPONDE;8395.25;BT;2014;CNE;C06322;0
<=10;0;>48;Marzo;429.99;0;0;19/03/2014;10;TELF. NO CORRESPONDE;11405.4;BT;2013;CNE;C06324;0
<=10;0;<=24;Marzo;486.65;486.65;0;24/03/2014;8;MCT  Msj Con Terceros;1218.68;BT;2013;CNE;C06326;1
<=10;0;<24, 48];Marzo;1732.19;2616.68;0;5/03/2014;7;TELF. NO CORRESPONDE;24424.8;BT;2013;CNE;C06327;1
<=10;0;<24, 48];Marzo;194.44;0;0;25/03/2014;17;MCT  Msj Con Terceros;4897.97;BT;2013;CNE;C06329;0
<=10;0;<24, 48];Marzo;613.14;605.5;454.98;7/03/2014;15;PDP  Promesa De Pago;15118.9;BT;2013;CEF;C06330;0
>10;0;<24, 48];Marzo;498.02;498.02;0;20/03/2014;11;MCT  Msj Con Terceros;8300.91;BT;2012;CNE;C06331;0
<=10;0;<24, 48];Marzo;391.89;655.44;0;13/03/2014;12;MCF  Msj Con Familiar;4781.82;BT;2013;CNE;C06333;1
<=10;1;<24, 48];Marzo;216.23;0;0;19/03/2014;14;TELF. NO CORRESPONDE;2165.25;BT;2011;CNE;C06334;1
<=10;0;>48;Marzo;186.42;0;0;13/03/2014;7;TELF. NO CORRESPONDE;11566.9;BT;2012;CNE;C06335;0
<=10;0;<=24;Marzo;156.36;154.31;0;7/03/2014;10;MCT  Msj Con Terceros;1114.91;BT;2013;CNE;C06336;0
<=10;0;<=24;Marzo;88.86;0;0;10/03/2014;11;MCT  Msj Con Terceros;2748.07;BT;2013;CNE;C06337;0
<=10;0;<24, 48];Marzo;349.65;583.01;817.77;7/03/2014;14;MCT  Msj Con Terceros;5114.28;BT;2013;CNE;C06338;1
<=10;0;<24, 48];Marzo;50.24;383.34;0;4/03/2014;14;PDP  Promesa De Pago;8717.76;BT;2013;CEF;C06339;0
<=10;0;<24, 48];Marzo;193.69;520.17;298.13;28/03/2014;12;RPP  Recordar Promesa;9296.83;BT;2013;CEF;C06343;0
<=10;0;<24, 48];Marzo;295.57;592.71;0;21/03/2014;13;TELF. NO CORRESPONDE;6094.3;BT;2012;CNE;C06344;0
<=10;0;<24, 48];Marzo;657.7;643.89;675.33;7/03/2014;7;MCT  Msj Con Terceros;2702.77;BT;2013;CNE;C06345;1
<=10;0;<24, 48];Marzo;804.68;1064.12;0;21/03/2014;9;TAT sin contacto con Titular;20822.9;BT;2013;CNE;C06347;0
<=10;0;<=24;Marzo;441.31;443.98;0;4/03/2014;16;TELF. NO CORRESPONDE;2325.32;BT;2013;CNE;C06349;0
<=10;0;<24, 48];Marzo;487.11;976.03;0;11/03/2014;12;MCF  Msj Con Familiar;7958.24;BT;2012;CNE;C06350;0
>10;0;<24, 48];Marzo;222.51;0;0;18/03/2014;13;MCF  Msj Con Familiar;2463.86;BT;2012;CNE;C06351;1
<=10;0;<=24;Marzo;1179.36;1179.36;0;17/03/2014;7;MCF  Msj Con Familiar;3071.06;BT;2013;CNE;C06353;1
>10;0;<24, 48];Marzo;257.92;260.42;255.75;6/03/2014;10;MCT  Msj Con Terceros;4741.16;BT;2013;CNE;C06354;0
<=10;0;>48;Marzo;402.94;0;411.37;10/03/2014;15;TELF. NO CORRESPONDE;10678;BT;2013;CNE;C06355;0
<=10;0;<24, 48];Marzo;90.15;204.36;204.36;5/03/2014;9;MCT  Msj Con Terceros;3853.47;BT;2013;CNE;C06356;0
<=10;0;>48;Marzo;110.75;70.79;338.43;10/03/2014;11;MCT  Msj Con Terceros;8736.43;BT;2013;CNE;C06357;0
<=10;0;<=24;Marzo;308.53;464.98;0;13/03/2014;17;MCT  Msj Con Terceros;1691.9;BT;2013;CNE;C06358;1
<=10;0;<24, 48];Marzo;612.69;612.69;0;28/03/2014;13;MCT  Msj Con Terceros;5279.07;BT;2013;CNE;C06359;1
<=10;0;<24, 48];Marzo;254.55;0;260.47;19/03/2014;15;MCT  Msj Con Terceros;5117.05;BT;2013;CNE;C06360;0
>10;0;<24, 48];Marzo;596.98;899.58;296.13;21/03/2014;16;MCT  Msj Con Terceros;4407.42;BT;2012;CNE;C06361;1
<=10;0;<=24;Marzo;169.87;169.87;0;27/03/2014;8;PDP  Promesa De Pago;2852.21;BT;2014;CEF;C06362;0
<=10;0;>48;Marzo;789.24;0.09;790.8;12/03/2014;10;MCT  Msj Con Terceros;18645.1;BT;2013;CNE;C06363;0
>10;0;<24, 48];Marzo;22.89;18.84;0;4/03/2014;8;PDP  Promesa De Pago;3139.31;BT;2013;CEF;C06364;0
<=10;0;<24, 48];Marzo;317.12;635.04;954.62;28/03/2014;17;MCF  Msj Con Familiar;6223.46;BT;2013;CNE;C06365;0
<=10;0;<=24;Marzo;680.94;0;0;13/03/2014;8;TELF. NO CORRESPONDE;2074.92;BT;2013;CNE;C06367;0
<=10;0;<24, 48];Marzo;288.71;0;0;4/03/2014;13;PDP  Promesa De Pago;4679.18;BT;2013;CEF;C06368;0
<=10;0;<24, 48];Marzo;356.49;356.56;358.15;21/03/2014;11;MCT  Msj Con Terceros;3703.28;BT;2012;CNE;C06369;0
<=10;0;<24, 48];Marzo;198.99;0;0;5/03/2014;9;TELF. NO CORRESPONDE;3642.04;BT;2013;CNE;C06370;0
<=10;0;<24, 48];Marzo;691.55;0;683.98;13/03/2014;20;TELF. NO CORRESPONDE;17927.6;BT;2013;CNE;C06371;0
<=10;0;<24, 48];Marzo;650.45;1311.65;0;27/03/2014;15;MCE  Msj Con Empleada;11144.7;BT;2012;CNE;C06375;0
<=10;0;<24, 48];Marzo;1393.67;816.36;0;21/03/2014;13;MCF  Msj Con Familiar;8210.8;BT;2012;CNE;C06376;1
<=10;1;<=24;Marzo;498.04;0;0;17/03/2014;20;TAT  Tratamiento al Titu;3444.42;BT;2013;CEF;C06377;1
<=10;0;<=24;Marzo;272.09;197.18;0;17/03/2014;14;TELF. NO CORRESPONDE;764.16;BT;2013;CNE;C06378;0
<=10;0;<=24;Marzo;294.28;0;0;4/03/2014;15;MCF  Msj Con Familiar;3615.2;BT;2013;CNE;C06379;0
<=10;0;<24, 48];Marzo;550.44;530.41;232.27;25/03/2014;10;MCT  Msj Con Terceros;4767.89;BT;2013;CNE;C06380;1
<=10;0;>48;Marzo;358.51;352.52;358.69;17/03/2014;13;TELF. NO CORRESPONDE;9606.65;BT;2013;CNE;C06382;0
<=10;0;<=24;Marzo;118.41;118.35;116.49;13/03/2014;18;PDP  Promesa De Pago;1461.48;BT;2013;CEF;C06383;0
<=10;1;<24, 48];Marzo;198.4;272.99;0;13/03/2014;7;PDP  Promesa De Pago;17765.8;BT;2013;CEF;C06384;0
<=10;0;<24, 48];Marzo;322.72;320.42;0;28/03/2014;9;MCT  Msj Con Terceros;5776.92;BT;2013;CNE;C06385;0
<=10;0;<24, 48];Marzo;261.82;0;266.61;7/03/2014;9;MCT  Msj Con Terceros;4675.22;BT;2013;CNE;C06387;0
>10;0;<24, 48];Marzo;167.33;169.06;169.24;7/03/2014;9;TELF. NO CORRESPONDE;1336.08;BT;2011;CNE;C06388;0
<=10;0;>48;Marzo;524.83;0;0;13/03/2014;15;MCF  Msj Con Familiar;13765.4;BT;2013;CNE;C06389;0
<=10;0;<=24;Marzo;1422.84;1910.06;0;4/03/2014;10;TAT  Tratamiento al Titu;5027.12;BT;2012;CEF;C06390;1
<=10;0;<24, 48];Marzo;537.68;0;0;12/03/2014;11;TELF. NO CORRESPONDE;22366;BT;2013;CNE;C06392;0
<=10;0;>48;Marzo;221.5;0;0;19/03/2014;14;RPP  Recordar Promesa;8690.49;BT;2013;CEF;C06393;0
<=10;0;<=24;Marzo;63.12;165.91;0;10/03/2014;7;MCT  Msj Con Terceros;789.69;BT;2013;CNE;C06397;0
<=10;0;<=24;Marzo;903.38;903.38;0;12/03/2014;17;MCT  Msj Con Terceros;4203.24;BT;2013;CNE;C06399;1
>10;0;<24, 48];Marzo;506.77;253.88;506.07;5/03/2014;7;TELF. NO CORRESPONDE;3243.48;BT;2012;CNE;C06400;1
<=10;1;<24, 48];Marzo;247.74;396.59;647.06;11/03/2014;9;PDP  Promesa De Pago;5160.69;BT;2013;CEF;C06404;0
<=10;0;<24, 48];Marzo;2217.14;0;0;5/03/2014;15;PDP  Promesa De Pago;22160.5;BT;2012;CEF;C06406;0
<=10;1;<24, 48];Marzo;823.35;823.35;0;26/03/2014;15;MCF  Msj Con Familiar;7316.36;BT;2013;CNE;C06407;1
<=10;0;<=24;Marzo;167.45;0;0;14/03/2014;19;MCF  Msj Con Familiar;969.99;BT;2013;CNE;C06408;0
<=10;0;<=24;Marzo;442.86;0;0;21/03/2014;14;MCT  Msj Con Terceros;2523.73;BT;2013;CNE;C06410;1
<=10;0;>48;Marzo;727.37;0;0;3/03/2014;11;PDP  Promesa De Pago;27576.1;BT;2013;CEF;C06411;0
<=10;0;>48;Marzo;452.18;893.14;0;24/03/2014;18;MCT  Msj Con Terceros;9974.43;BT;2013;CNE;C06412;1
<=10;0;<24, 48];Marzo;231.37;231.72;0;27/03/2014;14;MCT  Msj Con Terceros;3264.03;BT;2012;CNE;C06413;0
<=10;0;<24, 48];Marzo;427.19;626.32;554.48;10/03/2014;11;MCF  Msj Con Familiar;5070.89;BT;2013;CNE;C06416;1
<=10;0;<24, 48];Marzo;197.49;0;0;7/03/2014;12;TELF. NO CORRESPONDE;3541.69;BT;2013;CNE;C06418;0
<=10;0;<24, 48];Marzo;648.94;733.99;733.99;14/03/2014;8;PAR  Promesa Parcial;5131.33;BT;2013;CEF;C06419;1
<=10;0;<24, 48];Marzo;244.62;489.9;736.98;19/03/2014;16;TELF. NO CORRESPONDE;4196.69;BT;2013;CNE;C06420;0
>10;0;<24, 48];Marzo;235.93;218.27;0;10/03/2014;9;MCT  Msj Con Terceros;3272.34;BT;2012;CNE;C06423;0
<=10;0;<24, 48];Marzo;465.78;937.38;0;10/03/2014;13;TELF. NO CORRESPONDE;9083.48;BT;2013;CNE;C06425;1
<=10;0;<=24;Marzo;148.79;154.16;0;5/03/2014;20;TELF. NO CORRESPONDE;1068.26;BT;2012;CNE;C06426;0
<=10;1;<24, 48];Marzo;226.76;232.49;0;28/03/2014;14;PDP  Promesa De Pago;4158.89;BT;2013;CEF;C06427;0
<=10;1;>48;Marzo;240.85;287.88;0;12/03/2014;16;PDP  Promesa De Pago;7355.09;BT;2013;CEF;C06428;0
<=10;0;>48;Marzo;715.1;1433.02;0;27/03/2014;7;MCT  Msj Con Terceros;21468.3;BT;2013;CNE;C06429;0
<=10;0;<24, 48];Marzo;169.94;169.94;0;31/03/2014;8;TELF. NO CORRESPONDE;2709.99;BT;2012;CNE;C06430;0
<=10;0;<=24;Marzo;231.88;474.75;0;31/03/2014;8;PAR  Promesa Parcial;2345.55;BT;2013;CEF;C06431;0
<=10;0;>48;Marzo;315.38;510.38;510.37;17/03/2014;7;MCT  Msj Con Terceros;14246.6;BT;2013;CNE;C06437;0
<=10;0;<24, 48];Marzo;626.08;0;0;17/03/2014;9;MCO  Msj Con Conyuge;18319.5;BT;2013;CEF;C06439;0
<=10;0;>48;Marzo;1249.77;1145.68;169.4;24/03/2014;14;MCT  Msj Con Terceros;17256.7;BT;2013;CNE;C06440;1
<=10;0;<=24;Marzo;401.12;598.79;0;27/03/2014;14;MCT  Msj Con Terceros;2560.39;BT;2013;CNE;C06441;1
>10;0;<24, 48];Marzo;855.67;0;0;19/03/2014;20;MCT  Msj Con Terceros;4745.23;BT;2012;CNE;C06442;1
<=10;0;<24, 48];Marzo;37.07;287.1;0;20/03/2014;15;TELF. NO CORRESPONDE;2762.19;BT;2013;CNE;C06444;0
<=10;0;<24, 48];Marzo;663.98;686.8;0;4/03/2014;12;MCF  Msj Con Familiar;15593.2;BT;2012;CNE;C06445;0
<=10;0;<24, 48];Marzo;578.02;575.77;571.91;26/03/2014;10;MCF  Msj Con Familiar;13273.2;BT;2013;CNE;C06448;0
<=10;0;<24, 48];Marzo;364.02;355.77;365.14;11/03/2014;17;MCT  Msj Con Terceros;8152.2;BT;2013;CNE;C06449;0
<=10;0;<=24;Marzo;145.75;345.32;547.16;24/03/2014;9;TELF. NO CORRESPONDE;1456.93;BT;2013;CNE;C06450;1
<=10;0;<24, 48];Marzo;662.38;919.06;0;3/03/2014;11;CIH  Generar Cita;4871.52;BT;2013;CNE;C06451;1
<=10;0;<24, 48];Marzo;691.32;1039.31;1039.31;11/03/2014;12;MCT  Msj Con Terceros;5042.1;BT;2012;CNE;C06452;0
>10;0;<24, 48];Marzo;228.45;458;0;19/03/2014;14;TELF. NO CORRESPONDE;1895.52;BT;2011;CNE;C06453;0
<=10;0;<24, 48];Marzo;885.2;1215.49;0;19/03/2014;17;MCT  Msj Con Terceros;5272.63;BT;2012;CNE;C06455;1
<=10;0;<=24;Marzo;153.98;22.48;0;14/03/2014;13;MCT  Msj Con Terceros;4317.26;BT;2013;CNE;C06456;0
<=10;0;<=24;Marzo;608.57;624.5;628.15;3/03/2014;10;TELF. NO CORRESPONDE;606.25;BT;2014;CNE;C06457;0
<=10;0;>48;Marzo;180.1;0;0;6/03/2014;9;MCC  Msj Con Comp De Trab;5021.35;BT;2013;CNE;C06458;0
<=10;0;<24, 48];Marzo;1031.22;1379.25;0;21/03/2014;13;TAT  Tratamiento al Titu;6426.46;BT;2013;CEF;C06459;1
<=10;0;<24, 48];Marzo;213.86;205.65;212.34;11/03/2014;10;MCF  Msj Con Familiar;4054.04;BT;2013;CNE;C06460;0
<=10;0;<24, 48];Marzo;224.66;229.97;0;10/03/2014;8;PDP  Promesa De Pago;2934.77;BT;2012;CEF;C06461;0
<=10;0;<24, 48];Marzo;73.68;397.51;0;4/03/2014;15;PDP  Promesa De Pago;14169.6;BT;2013;CEF;C06462;0
<=10;0;<=24;Marzo;185.85;427.19;184.97;4/03/2014;8;PDP  Promesa De Pago;2798.59;BT;2013;CEF;C06465;0
<=10;0;<24, 48];Marzo;1016.09;1527.46;0;25/03/2014;13;TELF. NO CORRESPONDE;14698.5;BT;2013;CNE;C06466;1
<=10;0;<24, 48];Marzo;924.55;924.55;0;14/03/2014;16;MCT  Msj Con Terceros;6259.69;BT;2013;CNE;C06467;1
<=10;0;<=24;Marzo;164.97;181.16;180.35;19/03/2014;17;TELF. NO CORRESPONDE;1593.48;BT;2013;CNE;C06468;0
<=10;0;<24, 48];Marzo;27.98;0;0;6/03/2014;9;PDP  Promesa De Pago;4063.9;BT;2013;CEF;C06469;0
<=10;0;<24, 48];Marzo;317.7;322.41;321.37;6/03/2014;11;TELF. NO CORRESPONDE;6658.7;BT;2013;CNE;C06470;0
>10;0;<=24;Marzo;207.25;0;0;6/03/2014;9;CIH  Generar Cita;2558.45;BT;2012;CNE;C06471;0
<=10;0;<=24;Marzo;580.23;874.46;1171.64;3/03/2014;20;TELF. NO CORRESPONDE;4270.39;BT;2013;CNE;C06472;0
<=10;0;>48;Marzo;1234.58;1236.68;1649.09;26/03/2014;14;PAR  Promesa Parcial;13240.5;BT;2013;CEF;C06476;1
<=10;0;<24, 48];Marzo;454.51;919.93;468.05;19/03/2014;11;MCT  Msj Con Terceros;10420.9;BT;2013;CNE;C06477;0
<=10;0;<24, 48];Marzo;204.23;204.23;618.59;26/03/2014;12;TELF. NO CORRESPONDE;4838.95;BT;2013;CNE;C06479;0
<=10;0;>48;Marzo;371.51;744.25;0;26/03/2014;9;MCT  Msj Con Terceros;8863.15;BT;2013;CNE;C06480;0
<=10;0;<24, 48];Marzo;259.43;259.43;0;25/03/2014;8;TELF. NO CORRESPONDE;4368.5;BT;2013;CNE;C06481;0
<=10;0;<24, 48];Marzo;572.41;857.74;0;10/03/2014;13;TELF. NO CORRESPONDE;5925.02;BT;2013;CNE;C06488;1
>10;0;<24, 48];Marzo;199.64;40.32;0;27/03/2014;10;PDP  Promesa De Pago;2282;BT;2012;CEF;C06490;0
<=10;0;<24, 48];Marzo;1035.57;1557.77;0;31/03/2014;10;MCF  Msj Con Familiar;12815.5;BT;2013;CNE;C06491;1
<=10;0;<=24;Marzo;90.34;388.75;0;25/03/2014;18;MCF  Msj Con Familiar;6959.4;BT;2013;CNE;C06492;0
<=10;0;>48;Marzo;32.07;0;0;14/03/2014;15;IPT  Inbound PDP Total;20673;BT;2013;CEF;C06493;0
<=10;1;<24, 48];Marzo;437.41;0;0;19/03/2014;18;PAR  Promesa Parcial;5367.41;BT;2013;CEF;C06495;1
<=10;0;<=24;Marzo;40.27;0;0;7/03/2014;12;MCF  Msj Con Familiar;3002.17;BT;2013;CNE;C06497;0
<=10;0;<24, 48];Marzo;362.2;632.69;904.25;31/03/2014;15;MCT  Msj Con Terceros;6521.23;BT;2013;CNE;C06499;1
<=10;0;<24, 48];Marzo;264.77;241.9;70.63;11/03/2014;8;MCF  Msj Con Familiar;4978.69;BT;2013;CNE;C06500;0
<=10;0;<24, 48];Marzo;509.77;509.77;0;27/03/2014;19;MCT  Msj Con Terceros;1716.46;BT;2013;CNE;C06501;1
<=10;0;<24, 48];Marzo;453.49;0;355.06;5/03/2014;13;MCT  Msj Con Terceros;2877;BT;2012;CNE;C06502;1
<=10;0;<24, 48];Marzo;91.76;183.88;276.1;11/03/2014;13;TELF. NO CORRESPONDE;1643.27;BT;2013;CNE;C06503;1
<=10;0;<24, 48];Marzo;484.51;485.23;0;4/03/2014;13;PDP  Promesa De Pago;9452.93;BT;2012;CEF;C06504;0
<=10;0;>48;Marzo;1839.98;3004.66;0;24/03/2014;13;MCT  Msj Con Terceros;27772.6;BT;2013;CNE;C06506;1
>10;0;<24, 48];Marzo;208.8;171.44;0;13/03/2014;13;MCF  Msj Con Familiar;2448.34;BT;2012;CNE;C06508;0
<=10;0;<=24;Marzo;513.92;0;0;14/03/2014;12;CIH  Generar Cita;1726.11;BT;2013;CNE;C06510;1
<=10;0;<24, 48];Marzo;741.34;741.34;0;27/03/2014;15;MCT  Msj Con Terceros;5478.72;BT;2013;CNE;C06511;1
>10;0;<24, 48];Marzo;372;370.41;368.97;20/03/2014;12;MCF  Msj Con Familiar;7248.72;BT;2012;CNE;C06512;0
