ID.Cliente;Genero;Mayor65años;Socio;Dependientes;pemanencia;PhoneService;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No servicio Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;Churn
0655-YDGFJ;Masculino;0;No;No;29;Si;No;DSL;No;No;Si;No;No;No;Mes a mes;No;TransfBanca (automatica);48.95;1323.7;No
8468-EHYJA;Femenino;0;Si;No;57;Si;Si;Fibra Optica;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;99.65;5497.05;No
6823-SIDFQ;Masculino;0;No;No;28;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);18.25;534.7;No
1097-FSPVW;Femenino;0;No;No;42;Si;No;DSL;Si;No;Si;No;No;No;Mes a mes;No;TarjetaCredito (automatico);54.55;2455.05;No
2839-RFSQE;Femenino;0;No;No;2;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.65;38.7;Si
8328-SKJNO;Masculino;0;No;Si;23;No;No servicio tel;DSL;Si;Si;No;Si;No;No;Un año;No;TransfBanca (automatica);40.65;947.4;No
7010-ZMVBF;Femenino;0;Si;Si;18;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.45;357;No
5201-CBWYG;Masculino;0;Si;Si;62;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);24.8;1476.25;No
0968-GSIKN;Femenino;0;No;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;70.8;70.8;Si
1965-DDBWU;Masculino;0;No;No;16;Si;Si;Fibra Optica;No;No;No;Si;No;Si;Mes a mes;Si;TarjetaCredito (automatico);89.05;1448.6;Si
9057-SIHCH;Femenino;0;No;No;3;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;96.6;291.9;Si
6352-GIGGQ;Masculino;0;No;No;67;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);88.8;5903.15;No
3635-QQRQD;Masculino;0;No;No;62;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);20.05;1201.65;No
6771-XWBDM;Femenino;0;Si;No;57;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);104.5;5921.35;Si
2897-DOVND;Masculino;0;No;No;2;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.8;146.65;No
3082-YVEKW;Femenino;0;Si;Si;23;Si;Si;DSL;Si;No;Si;Si;Si;No;Dos años;Si;TransfBanca (automatica);77.15;1759.4;No
0191-EQUUH;Femenino;0;No;Si;25;No;No servicio tel;DSL;Si;No;No;Si;No;No;Dos años;No;TransfBanca (automatica);35.05;844.45;No
7134-HBPBS;Femenino;1;No;No;72;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);108.1;7774.05;No
3489-HHPFY;Femenino;0;Si;No;2;Si;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;84.05;134.05;No
2926-JEJJC;Femenino;0;No;No;8;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TransfBanca (automatica);20.2;140.95;No
8601-QACRS;Femenino;0;No;No;5;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;50.6;249.95;Si
4950-BDEUX;Masculino;0;No;No;35;No;No servicio tel;DSL;No;No;Si;No;Si;Si;Mes a mes;No;Cheque electronico;49.2;1701.65;No
5789-LDFXO;Masculino;0;No;No;24;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque electronico;24.6;592.65;No
0508-OOLTO;Femenino;0;Si;Si;2;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;71.65;135.75;No
2984-TBYKU;Masculino;0;Si;Si;72;Si;Si;Fibra Optica;Si;Si;Si;Si;No;Si;Dos años;Si;TarjetaCredito (automatico);104.9;7732.65;No
9822-WMWVG;Femenino;0;No;No;41;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;No;Mes a mes;Si;Cheque electronico;106.5;4282.4;No
2391-SOORI;Masculino;0;No;Si;4;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque electronico;49.35;219.65;Si
9040-KZVWO;Masculino;0;No;No;26;Si;No;Fibra Optica;No;Si;No;No;No;No;Un año;No;TransfBanca (automatica);75.5;2018.1;No
2645-QTLMB;Masculino;0;No;No;7;Si;No;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;94.25;669;Si
4806-HIPDW;Femenino;0;Si;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;68.95;68.95;Si
1548-ARAGG;Femenino;0;Si;Si;4;Si;Si;DSL;No;Si;No;Si;No;No;Mes a mes;Si;Cheque fisico;58.5;224.85;No
6339-RZCBJ;Masculino;0;No;No;48;Si;No;DSL;No;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);78.9;3771.5;No
4424-TKOPW;Masculino;1;No;No;2;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;93.85;196.75;Si
4415-WNGVR;Femenino;1;Si;No;12;Si;No;DSL;Si;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;79.2;943.85;No
2522-AHJXR;Masculino;0;Si;No;60;Si;Si;Fibra Optica;Si;No;Si;Si;Si;Si;Mes a mes;Si;TransfBanca (automatica);109.45;6572.85;No
0412-UCCNP;Masculino;0;No;No;55;Si;No;DSL;Si;No;Si;Si;No;No;Dos años;Si;Cheque electronico;59.2;3175.85;No
1816-FLZDK;Masculino;0;No;No;1;No;No servicio tel;DSL;No;No;No;Si;No;No;Mes a mes;No;Cheque fisico;29.15;29.15;No
7096-UCLNH;Masculino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.05;20.05;No
8443-ZRDBZ;Masculino;0;No;No;4;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;76.05;318.9;Si
9136-ALYBR;Masculino;0;No;No;1;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;24.45;24.45;Si
4615-PIVVU;Femenino;0;No;No;42;Si;No;DSL;No;No;Si;Si;No;Si;Dos años;No;TarjetaCredito (automatico);66.5;2762.75;No
8885-QSQBX;Femenino;0;No;No;1;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);49.55;49.55;No
7479-NITWS;Masculino;0;No;No;7;Si;Si;Fibra Optica;No;No;Si;No;Si;No;Mes a mes;Si;TarjetaCredito (automatico);89.35;631.85;Si
8617-ENBDS;Masculino;0;No;No;3;Si;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);73.6;232.5;No
9385-NXKDA;Femenino;0;Si;No;72;Si;Si;DSL;Si;Si;Si;No;Si;Si;Dos años;Si;TarjetaCredito (automatico);82.65;5919.35;No
0430-IHCDJ;Masculino;0;No;No;15;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;49;749.25;No
2959-MJHIC;Masculino;0;Si;No;4;Si;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;80.35;307.4;Si
6674-KVJHG;Femenino;0;No;No;11;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque electronico;25.2;245.15;No
1814-DKOLC;Femenino;0;No;No;5;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;25.45;134.75;No
4201-JMNGR;Femenino;1;No;No;1;Si;No;DSL;Si;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;55.8;55.8;Si
9351-HXDMR;Masculino;0;Si;No;72;Si;Si;Fibra Optica;Si;No;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);110.9;8240.85;No
3537-HPKQT;Femenino;0;Si;No;55;Si;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);77.75;4266.4;No
2129-ALKBS;Femenino;0;Si;Si;40;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque electronico;26.2;1077.5;No
5821-MMEIL;Femenino;0;Si;No;57;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.9;1115.6;No
5960-WPXQM;Masculino;0;No;No;1;Si;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;79.05;79.05;Si
0684-AOSIH;Masculino;0;Si;No;1;Si;No;Fibra Optica;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;95;95;Si
8260-NGFNY;Femenino;0;No;No;1;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;25.2;25.2;Si
1309-XGFSN;Masculino;1;Si;Si;52;Si;Si;DSL;No;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;80.85;4079.55;No
1866-RZZQS;Masculino;1;No;No;41;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;98.4;4187.75;Si
6968-URWQU;Masculino;0;Si;No;43;Si;No;DSL;No;No;No;No;Si;No;Un año;Si;Cheque fisico;56.35;2391.15;No
4742-TXUEX;Femenino;0;Si;Si;47;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.3;890.5;No
9631-XEYKE;Masculino;0;No;No;3;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);50.4;137.25;No
8631-NBHFZ;Masculino;1;Si;Si;66;Si;Si;DSL;Si;Si;Si;Si;Si;No;Dos años;No;TarjetaCredito (automatico);79.4;5154.6;Si
1335-MXCSE;Masculino;0;Si;Si;55;Si;No;DSL;No;No;Si;Si;No;No;Dos años;Si;TarjetaCredito (automatico);55.25;3119.9;No
8873-TMKGR;Masculino;0;No;No;29;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.1;529.5;No
8800-JOOCF;Femenino;0;No;Si;12;Si;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;84.05;966.55;No
1469-LBJQJ;Femenino;0;Si;No;66;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;105.2;6936.85;No
4958-XCBDQ;Masculino;1;No;No;35;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;101.4;3496.3;Si
8337-UPOAQ;Masculino;1;Si;No;10;Si;Si;Fibra Optica;No;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;89.8;914.3;Si
0064-YIJGF;Masculino;0;Si;Si;27;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);75.75;1929;No
2386-OWURY;Femenino;0;No;No;58;Si;No;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;95.3;5817.7;No
1725-IQNIY;Masculino;0;Si;No;54;Si;No;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);109.75;6110.2;Si
0310-VQXAM;Masculino;0;No;No;9;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.85;178.8;No
6598-RFFVI;Masculino;0;No;No;2;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);19.3;28.3;Si
3453-RTHJQ;Masculino;0;No;No;6;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.1;435;No
6712-OAWRH;Femenino;1;No;No;26;Si;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;91.25;2351.8;Si
6278-FEPBZ;Femenino;0;No;No;9;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.25;186.15;No
4280-DLSHD;Masculino;0;Si;No;8;Si;No;DSL;No;Si;Si;No;No;No;Mes a mes;Si;Cheque fisico;54.75;445.85;No
1508-DFXCU;Masculino;0;No;No;12;Si;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;81.45;912;No
8614-VGMMV;Femenino;0;No;No;15;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;49.1;679.55;Si
7868-BGSZA;Masculino;0;Si;No;43;Si;Si;DSL;Si;No;Si;No;Si;Si;Un año;Si;Cheque electronico;80.2;3581.6;No
2800-QQUSO;Masculino;0;No;No;42;Si;Si;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;100.3;4222.95;No
2930-UOTMB;Femenino;0;No;No;31;Si;Si;DSL;Si;No;Si;Si;No;No;Mes a mes;No;TarjetaCredito (automatico);65.25;1994.3;Si
7973-DZRKH;Femenino;0;No;Si;66;Si;Si;Fibra Optica;Si;No;Si;Si;No;No;Dos años;Si;TarjetaCredito (automatico);90.95;5930.05;No
5914-DVBWJ;Femenino;1;No;No;18;Si;Si;Fibra Optica;No;Si;No;Si;No;No;Mes a mes;Si;Cheque electronico;85.45;1505.85;Si
7698-YFGEZ;Masculino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20;20;No
2533-QVMSK;Masculino;0;Si;No;61;Si;Si;Fibra Optica;No;Si;No;Si;Si;No;Dos años;Si;Cheque electronico;94.1;5638.3;Si
9773-PEQBZ;Masculino;0;No;No;10;Si;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;No;Cheque electronico;79.85;797.25;No
8644-XLFBW;Masculino;1;No;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;71.65;71.65;Si
0650-BWOZN;Femenino;1;No;No;18;Si;No;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;73.55;1359.45;No
8625-AZYZY;Masculino;0;Si;No;24;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;104.65;2542.45;Si
7785-RDVIG;Femenino;0;Si;Si;3;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.3;54.7;No
9602-WCXPI;Masculino;0;No;No;50;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);20.15;989.05;No
2903-YYTBW;Masculino;0;Si;Si;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;44.55;44.55;No
3620-MWJNE;Masculino;0;No;No;2;Si;No;DSL;Si;No;No;Si;No;No;Mes a mes;Si;Cheque fisico;54.45;87.3;No
8573-JGCZW;Masculino;0;No;No;17;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TransfBanca (automatica);19.65;351.55;No
6837-HAEVO;Masculino;0;Si;Si;69;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Dos años;Si;Cheque electronico;105;7297.75;No
6701-YVNQG;Masculino;0;Si;No;72;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);88.7;6301.7;No
9306-CPCBC;Femenino;0;No;No;3;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;74.25;210.3;Si
4304-XUMGI;Masculino;1;Si;Si;50;Si;Si;DSL;Si;Si;Si;No;No;Si;Dos años;Si;TransfBanca (automatica);75.15;3822.45;No
9504-YAZWB;Femenino;0;No;No;53;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.25;1048.45;No
8819-ZBYNA;Femenino;0;Si;No;58;Si;Si;Fibra Optica;Si;Si;No;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);109.1;6393.65;No
6174-NRBTZ;Masculino;0;No;No;46;No;No servicio tel;DSL;Si;No;No;No;No;No;Un año;Si;TransfBanca (automatica);30.75;1489.3;No
9481-IEBZY;Masculino;1;Si;No;72;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);112.9;8061.5;No
1833-VGRUM;Femenino;1;No;No;1;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;74.2;74.2;Si
6137-NICCO;Femenino;0;Si;Si;6;Si;Si;Fibra Optica;No;Si;Si;No;Si;No;Mes a mes;Si;Cheque fisico;94.05;518.75;No
9065-ZCPQX;Masculino;0;Si;No;72;Si;Si;DSL;Si;Si;Si;Si;No;Si;Dos años;No;TransfBanca (automatica);78.85;5763.15;No
6402-EJMWF;Masculino;0;No;No;4;Si;No;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque fisico;55.3;238.5;No
3620-EHIMZ;Femenino;0;Si;Si;52;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.35;1031.7;No
3213-VVOLG;Masculino;0;Si;Si;0;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;25.35; ;No
6870-ECSHE;Femenino;0;No;No;2;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.45;34.8;No
8747-UDCOI;Femenino;0;Si;No;65;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.35;1319.95;No
8374-XGEJJ;Masculino;1;Si;No;43;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;101;4388.4;Si
2656-TABEH;Masculino;0;Si;No;4;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;100.2;420.2;Si
6946-LMSQS;Masculino;1;Si;No;25;Si;Si;Fibra Optica;Si;No;No;No;No;Si;Un año;Si;Cheque electronico;89.05;2177.45;Si
4626-OZDTJ;Femenino;0;Si;No;51;Si;Si;DSL;No;Si;No;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);78.65;3950.85;No
9169-BSVIN;Masculino;0;No;No;12;Si;Si;DSL;No;No;Si;No;Si;Si;Mes a mes;No;TransfBanca (automatica);74.75;827.05;No
2325-ZUSFD;Femenino;0;Si;Si;57;Si;No;DSL;Si;No;No;No;Si;Si;Un año;Si;TransfBanca (automatica);70.1;3913.3;Si
8194-PEEBY;Femenino;0;Si;Si;24;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.9;533.5;No
6872-HXFNF;Femenino;0;Si;No;64;Si;Si;DSL;No;No;Si;Si;No;No;Un año;No;TransfBanca (automatica);58.35;3756.45;No
3932-CMDTD;Femenino;0;No;No;4;Si;No;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electronico;105.65;443.9;Si
7714-YXSMB;Femenino;0;No;No;26;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);100.5;2599.95;No
8387-UGUSU;Femenino;0;Si;Si;15;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.05;284.3;No
1080-BWSYE;Masculino;1;Si;No;64;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);25.65;1740.8;No
4039-HEUNW;Masculino;1;Si;No;36;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;96.5;3436.1;Si
1194-HVAIF;Femenino;0;Si;No;27;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;No;TarjetaCredito (automatico);95;2462.55;No
0812-WUPTB;Masculino;1;Si;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;70.85;70.85;Si
3594-UVONA;Femenino;0;No;No;35;Si;Si;DSL;Si;No;Si;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);85.95;3110.1;Si
0004-TLHLJ;Masculino;0;No;No;4;Si;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;73.9;280.85;Si
1767-TGTKO;Femenino;0;Si;Si;8;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;45.45;411.75;No
8439-LTUGF;Masculino;0;No;No;10;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;TarjetaCredito (automatico);20;198.6;No
8805-JNRAZ;Femenino;0;No;No;2;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque fisico;49.2;103.7;No
5089-IFSDP;Femenino;0;Si;No;58;Si;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Dos años;Si;TransfBanca (automatica);109.45;6144.55;Si
6418-HNFED;Masculino;0;Si;No;51;Si;No;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);83.25;4089.45;No
0206-OYVOC;Femenino;0;Si;Si;46;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;19.25;864.2;No
7291-CDTMJ;Masculino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;TransfBanca (automatica);19.65;19.65;No
7128-GGCNO;Masculino;0;No;No;46;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);72.8;3249.4;No
0237-YFUTL;Femenino;0;Si;No;50;Si;Si;Fibra Optica;Si;Si;No;Si;Si;Si;Mes a mes;Si;TransfBanca (automatica);109.65;5405.8;No
7691-KGKGP;Masculino;0;Si;Si;53;Si;No;DSL;No;Si;No;Si;Si;No;Mes a mes;No;TarjetaCredito (automatico);65;3363.8;No
6710-HSJRD;Masculino;0;Si;No;61;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;114.1;7132.15;No
3675-EQOZA;Masculino;0;No;No;5;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);20.65;93.55;No
0840-DCNZE;Masculino;0;No;No;47;Si;No;DSL;Si;Si;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);86.95;4138.9;No
1732-FEKLD;Femenino;0;No;No;54;Si;Si;Fibra Optica;No;Si;Si;No;Si;No;Un año;Si;TransfBanca (automatica);94.75;5121.75;No
9862-KJTYK;Masculino;0;No;Si;19;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);25.35;566.1;No
0479-HMSWA;Femenino;0;No;Si;26;Si;No;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;105.45;2715.3;No
5854-KSRBJ;Masculino;0;Si;Si;70;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;25.4;1782.05;No
0365-BZUWY;Masculino;0;Si;No;17;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;102.55;1742.5;No
4817-VYYWS;Femenino;0;No;No;30;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;100.2;2983.8;Si
5701-SVCWR;Femenino;0;No;Si;1;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;24;24;No
3129-AAQOU;Femenino;0;Si;Si;19;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;25.6;485.9;No
4922-CVPDX;Femenino;0;Si;No;26;Si;No;DSL;No;Si;Si;No;Si;Si;Dos años;Si;TarjetaCredito (automatico);73.5;1905.7;No
1396-QWFBJ;Femenino;0;Si;Si;21;Si;No;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);74.05;1565.7;Si
1357-BIJKI;Masculino;0;Si;No;50;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Un año;Si;Cheque electronico;98.25;4858.7;No
1099-BTKWT;Femenino;0;Si;No;68;No;No servicio tel;DSL;Si;No;Si;No;Si;Si;Un año;Si;Cheque electronico;54.4;3723.65;No
5299-SJCZT;Masculino;0;No;No;3;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);101.55;298.35;Si
2018-PZKMU;Masculino;0;Si;Si;9;Si;No;Fibra Optica;No;No;Si;Si;Si;Si;Mes a mes;No;Cheque electronico;103.1;970.45;No
7340-KEFQE;Femenino;0;Si;Si;51;No;No servicio tel;DSL;Si;No;No;Si;No;No;Dos años;No;TransfBanca (automatica);34.2;1782;No
4570-QHXHL;Femenino;0;No;No;9;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;43.75;405.7;No
2403-BCASL;Masculino;1;Si;Si;41;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electronico;111.95;4534.9;Si
7392-YYPYJ;Masculino;0;No;No;22;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;100.65;2415.95;No
2898-LSJGD;Femenino;0;Si;Si;21;No;No servicio tel;DSL;Si;No;Si;No;Si;Si;Un año;Si;Cheque electronico;55.95;1157.05;Si
2223-GDSHL;Masculino;0;Si;Si;71;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);116.05;8297.5;No
7359-PTSXY;Masculino;0;No;No;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;45.75;45.75;Si
